index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx, latitude, longitude,TimeStamp (sec),bearing,vwind,winddirection,nowindpace
513,0,11,0,0,514,137,130.816356,0,0,82840889.04,0.001232481,0,0,49.239515,16.512293,513,7.73E-05,2,280,300
514,0,11,0,0,515,137,130.816356,0,0,74951280.56,0.001362216,0,0,49.239515,16.512293,514,8.54E-05,2,280,300
515,0,11,0,0,516,137,130.816356,0,0,67813063.37,0.001505607,0,0,49.239515,16.512293,515,9.44E-05,2,280,300
516,0,11,0,0,517,137,130.816356,0,0,61354676.38,0.001664092,0,0,49.239515,16.512293,516,0.000104332,2,280,300
517,0,11,0,0,518,137,130.816356,0,0,55511373.87,0.00183926,0,0,49.239515,16.512293,517,0.000115314,2,280,300
518,0,11,0,0,519,137,130.816356,0,0,50224576.36,0.002032866,0,0,49.239515,16.512293,518,0.000127452,2,280,300
519,0,11,0,0,520,137,130.816356,0,0,45441283.37,0.002246852,0,0,49.239515,16.512293,519,0.000140868,2,280,300
520,0,11,0,0,521,137,130.816356,0,0,41113542.1,0.002483363,0,0,49.239515,16.512293,520,0.000155697,2,280,300
521,0,11,0,0,522,137,130.816356,0,0,37197966.66,0.002744769,0,0,49.239515,16.512293,521,0.000172086,2,280,300
522,0,11,0,0,523,137,130.816356,0,0,33655303.17,0.003033692,0,0,49.239515,16.512293,522,0.0001902,2,280,300
523,0,11,0,0,524,137,130.816356,0,0,30450036.2,0.003353028,0,0,49.239515,16.512293,523,0.000210221,2,280,300
524,0,11,0,0,525,137,130.816356,0,0,27550032.75,0.003705978,0,0,49.239515,16.512293,524,0.00023235,2,280,300
525,0,11,0,0,526,137,130.816356,0,0,24926220.11,0.004096081,0,0,49.239515,16.512293,525,0.000256807,2,280,300
526,0,11,0,0,527,137,130.816356,0,0,22552294.38,0.004527248,0,0,49.239515,16.512293,526,0.00028384,2,280,300
527,0,11,0,0,528,137,130.816356,0,0,20404456.82,0.0050038,0,0,49.239515,16.512293,527,0.000313718,2,280,300
528,0,11,0,0,529,137,130.816356,0,0,18461175.22,0.005530516,0,0,49.239515,16.512293,528,0.000346741,2,280,300
529,0,11,0,0,530,137,130.816356,0,0,16702968.06,0.006112676,0,0,49.239515,16.512293,529,0.00038324,2,280,300
530,0,11,0,0,531,137,130.816356,0,0,15112209.19,0.006756115,0,0,49.239515,16.512293,530,0.000423581,2,280,300
531,0,11,0,0,532,137,130.816356,0,0,13672951.18,0.007467285,0,0,49.239515,16.512293,531,0.000468168,2,280,300
532,0,11,0,0,533,137,130.816356,0,0,12370765.35,0.008253315,0,0,49.239515,16.512293,532,0.000517449,2,280,300
533,0,11,0,0,534,137,130.816356,0,0,11192597.22,0.009122086,0,0,49.239515,16.512293,533,0.000571917,2,280,300
534,0,11,0,0,535,137,130.816356,0,0,10126635.58,0.010082305,0,0,49.239515,16.512293,534,0.000632119,2,280,300
535,0,11,0,0,536,137,130.816356,0,0,9162194.097,0.0111436,0,0,49.239515,16.512293,535,0.000698658,2,280,300
536,0,11,0,0,537,137,130.816356,0,0,8289604.183,0.012316611,0,0,49.239515,16.512293,536,0.000772201,2,280,300
537,0,11,0,0,538,137,130.816356,0,0,7500118.07,0.013613096,0,0,49.239515,16.512293,537,0.000853485,2,280,300
538,0,11,0,0,539,137,130.816356,0,0,6785821.111,0.015046054,0,0,49.239515,16.512293,538,0.000943326,2,280,300
539,0,11,0,0,540,137,130.816356,0,0,6139552.434,0.016629849,0,0,49.239515,16.512293,539,0.001042623,2,280,300
540,0,11,0,0,541,137,130.816356,0,0,5554833.155,0.018380359,0,0,49.239515,16.512293,540,0.001152373,2,280,300
541,0,11,0,0,542,137,130.816356,0,0,5025801.426,0.020315134,0,0,49.239515,16.512293,541,0.001273675,2,280,300
542,0,11,0,0,543,137,130.816356,0,0,4547153.671,0.022453569,0,0,49.239515,16.512293,542,0.001407746,2,280,300
543,0,11,0,0,544,137,130.816356,0,0,4114091.416,0.024817103,0,0,49.239515,16.512293,543,0.00155593,2,280,300
544,0,11,0,0,545,137,130.816356,0,0,3722273.186,0.027429429,0,0,49.239515,16.512293,544,0.001719712,2,280,300
545,0,11,0,0,546,137,130.816356,0,0,3367770.978,0.030316738,0,0,49.239515,16.512293,545,0.001900735,2,280,300
546,0,11,0,0,547,137,130.816356,0,0,3047030.885,0.033507973,0,0,49.239515,16.512293,546,0.002100812,2,280,300
547,0,11,0,0,548,137,130.816356,0,0,2756837.467,0.037035128,0,0,49.239515,16.512293,547,0.00232195,2,280,300
548,0,11,0,0,549,137,130.816356,0,0,2494281.518,0.040933563,0,0,49.239515,16.512293,548,0.002566366,2,280,300
549,0,11,0,0,550,137,130.816356,0,0,2256730.897,0.045242359,0,0,49.239515,16.512293,549,0.00283651,2,280,300
550,0,11,0,0,551,137,130.816356,0,0,2041804.145,0.050004712,0,0,49.239515,16.512293,550,0.00313509,2,280,300
551,0,11,0,0,552,137,130.816356,0,0,1847346.608,0.055268366,0,0,49.239515,16.512293,551,0.003465099,2,280,300
552,0,11,0,0,553,137,130.816356,0,0,1671408.835,0.061086089,0,0,49.239515,16.512293,552,0.003829846,2,280,300
553,0,11,0,0,554,137,130.816356,0,0,1512227.042,0.067516204,0,0,49.239515,16.512293,553,0.004232988,2,280,300
554,0,11,0,0,555,137,130.816356,0,0,1368205.419,0.074623173,0,0,49.239515,16.512293,554,0.004678566,2,280,300
555,0,11,0,0,556,137,130.816356,0,0,1237900.141,0.082478243,0,0,49.239515,16.512293,555,0.005171046,2,280,300
556,0,11,0,0,557,137,130.816356,0,0,1120004.889,0.091160164,0,0,49.239515,16.512293,556,0.005715367,2,280,300
557,0,11,0,0,558,137,130.816356,0,0,1013337.757,0.10075597,0,0,49.239515,16.512293,557,0.006316985,2,280,300
558,0,11,0,0,559,137,130.816356,0,0,916829.399,0.111361862,0,0,49.239515,16.512293,558,0.00698193,2,280,300
559,0,11,0,0,560,137,130.816356,0,0,829512.3134,0.123084163,0,0,49.239515,16.512293,559,0.007716871,2,280,300
560,0,11,0,0,561,137,130.816356,0,0,750511.1407,0.136040391,0,0,49.239515,16.512293,560,0.008529173,2,280,300
561,0,11,0,0,562,137,130.816356,0,0,679033.8892,0.150360432,0,0,49.239515,16.512293,561,0.00942698,2,280,300
562,0,11,0,0,563,137,130.816356,0,0,614363.995,0.166187846,0,0,49.239515,16.512293,562,0.010419294,2,280,300
563,0,11,0,0,564,137,130.816356,0,0,555853.1383,0.183681304,0,0,49.239515,16.512293,563,0.011516062,2,280,300
564,0,11,0,0,565,137,130.816356,0,0,502914.7442,0.203016178,0,0,49.239515,16.512293,564,0.012728279,2,280,300
565,0,11,0,0,566,137,130.816356,0,0,455018.1019,0.224386302,0,0,49.239515,16.512293,565,0.014068098,2,280,300
566,0,11,0,0,567,137,130.816356,0,0,411683.0446,0.248005912,0,0,49.239515,16.512293,566,0.01554895,2,280,300
567,0,11,0,0,568,137,130.816356,0,0,372475.1356,0.274111798,0,0,49.239515,16.512293,567,0.017185682,2,280,300
568,0,11,0,0,569,137,130.816356,0,0,337001.3131,0.302965671,0,0,49.239515,16.512293,568,0.018994701,2,280,300
569,0,11,0,0,570,137,130.816356,0,0,304905.95,0.334856794,0,0,49.239515,16.512293,569,0.020994143,2,280,300
570,0,11,0,0,571,137,130.816356,0,0,275867.2881,0.370104878,0,0,49.239515,16.512293,570,0.023204053,2,280,300
571,0,11,0,0,572,137,130.816356,0,0,249594.213,0.409063286,0,0,49.239515,16.512293,571,0.025646585,2,280,300
572,0,11,0,0,573,137,130.816356,0,0,225823.3356,0.45212258,0,0,49.239515,16.512293,572,0.028346225,2,280,300
573,0,11,0,0,574,137,130.816356,0,0,204316.3512,0.49971443,0,0,49.239515,16.512293,573,0.031330038,2,280,300
574,0,11,0,0,575,137,130.816356,0,0,184857.6511,0.552315949,0,0,49.239515,16.512293,574,0.034627937,2,280,300
575,0,11,0,0,576,137,130.816356,0,0,167252.1605,0.61045447,0,0,49.239515,16.512293,575,0.038272983,2,280,300
576,0,11,0,0,577,137,130.816356,0,0,151323.3833,0.674712835,0,0,49.239515,16.512293,576,0.042301718,2,280,300
577,0,11,0,0,578,137,130.816356,0,0,136911.6326,0.745735239,0,0,49.239515,16.512293,577,0.046754531,2,280,300
578,0,11,0,0,579,137,130.816356,0,0,123872.4295,0.824233685,0,0,49.239515,16.512293,578,0.05167606,2,280,300
579,0,11,0,0,580,137,130.816356,0,0,112075.0552,0.910995126,0,0,49.239515,16.512293,579,0.057115645,2,280,300
580,0,11,0,0,581,137,130.816356,0,0,101401.2404,1.006889349,0,0,49.239515,16.512293,580,0.063127819,2,280,300
581,0,11,0,0,582,137,130.816356,0,0,91743.97944,1.112877702,0,0,49.239515,16.512293,581,0.069772852,2,280,300
582,0,11,0,0,583,137,130.816356,0,0,83006.45759,1.230022723,0,0,49.239515,16.512293,582,0.077117363,2,280,300
583,0,11,0,0,584,137,130.816356,0,0,75101.08068,1.359498799,0,0,49.239515,16.512293,583,0.08523498,2,280,300
584,0,11,0,0,585,137,130.816356,0,0,67948.5968,1.502603936,0,0,49.239515,16.512293,584,0.094207083,2,280,300
585,0,11,0,0,586,137,130.816356,0,0,61477.30187,1.660772771,0,0,49.239515,16.512293,585,0.104123618,2,280,300
586,0,11,0,0,587,137,130.816356,0,0,55622.32074,1.835590958,0,0,49.239515,16.512293,586,0.115083999,2,280,300
587,0,11,0,0,588,137,130.816356,0,0,50324.95686,2.028811059,0,0,49.239515,16.512293,587,0.127198104,2,280,300
588,0,11,0,0,589,137,130.816356,0,0,45532.10382,2.242370117,0,0,49.239515,16.512293,588,0.140587379,2,280,300
589,0,11,0,0,590,137,130.816356,0,0,41195.71298,2.478409077,0,0,49.239515,16.512293,589,0.15538605,2,280,300
590,0,11,0,0,591,137,130.816356,0,0,37272.31175,2.739294243,0,0,49.239515,16.512293,590,0.171742476,2,280,300
591,0,11,0,0,592,137,130.816356,0,0,33722.56777,3.027641006,0,0,49.239515,16.512293,591,0.189820632,2,280,300
592,0,11,0,0,593,137,130.816356,0,0,30510.89465,3.346340059,0,0,49.239515,16.512293,592,0.209801751,2,280,300
593,0,11,0,0,594,137,130.816356,0,0,27605.09516,3.698586381,0,0,49.239515,16.512293,593,0.231886146,2,280,300
594,0,11,0,0,595,137,130.816356,0,0,24976.03848,4.087911263,0,0,49.239515,16.512293,594,0.256295214,2,280,300
595,0,11,0,0,596,137,130.816356,0,0,22597.36815,4.518217712,0,0,49.239515,16.512293,595,0.283273657,2,280,300
596,0,11,0,0,597,137,130.816356,0,0,20445.23785,4.993819576,0,0,49.239515,16.512293,596,0.313091937,2,280,300
597,0,11,0,0,598,137,130.816356,0,0,18498.07234,5.519484795,0,0,49.239515,16.512293,597,0.346048983,2,280,300
598,0,11,0,0,599,137,130.816356,0,0,16736.35116,6.100483194,0,0,49.239515,16.512293,598,0.382475192,2,280,300
599,0,11,0,0,600,137,130.816356,0,0,15142.41296,6.74263932,0,0,49.239515,16.512293,599,0.422735738,2,280,300
600,0,11,0,0,601,137,130.816356,0,0,13700.27839,7.452390827,0,0,49.239515,16.512293,600,0.467234237,2,280,300
601,0,11,0,0,602,137,130.816356,0,0,12395.48997,8.23685302,0,0,49.239515,16.512293,601,0.516416788,2,280,300
602,0,11,0,0,603,137,130.816356,0,0,11214.96712,9.10389018,0,0,49.239515,16.512293,602,0.57077645,2,280,300
603,0,11,0,0,604,137,130.816356,0,0,10146.87501,10.06219441,0,0,49.239515,16.512293,603,0.630858181,2,280,300
604,0,11,0,0,605,137,130.816356,0,0,9180.505962,11.12137277,0,0,49.239515,16.512293,604,0.697264306,2,280,300
605,0,11,0,0,606,137,130.816356,0,0,8306.172061,12.29204359,0,0,49.239515,16.512293,605,0.770660548,2,280,300
606,0,11,0,0,607,137,130.816356,0,0,7515.108055,13.58594291,0,0,49.239515,16.512293,606,0.851782711,2,280,300
607,0,11,0,0,608,137,130.816356,0,0,6799.383478,15.01604216,0,0,49.239515,16.512293,607,0.94144405,2,280,300
608,0,11,0,0,609,137,130.816356,0,0,6151.823147,16.59667818,0,0,49.239515,16.512293,608,1.040543423,2,280,300
609,0,11,0,0,610,137,130.816356,0,0,5565.935228,18.34369694,0,0,49.239515,16.512293,609,1.15007431,2,280,300
610,0,11,0,0,611,137,130.816356,0,0,5035.846159,20.2746124,0,0,49.239515,16.512293,610,1.271134763,2,280,300
611,0,11,0,0,612,137,130.816356,0,0,4556.241763,22.40878213,0,0,49.239515,16.512293,611,1.404938423,2,280,300
612,0,11,0,0,613,137,130.816356,0,0,4122.313976,24.7676013,0,0,49.239515,16.512293,612,1.552826678,2,280,300
613,0,11,0,0,614,137,130.816356,0,0,3729.712645,27.37471723,0,0,49.239515,16.512293,613,1.716282118,2,280,300
614,0,11,0,0,615,137,130.816356,0,0,3374.501917,30.25626641,0,0,49.239515,16.512293,614,1.896943393,2,280,300
615,0,11,0,0,616,137,130.816356,0,0,3053.120782,33.44113656,0,0,49.239515,16.512293,615,2.096621645,2,280,300
616,0,11,0,0,617,137,130.816356,0,0,2762.347374,36.9612562,0,0,49.239515,16.512293,616,2.31731866,2,280,300
617,0,11,0,0,618,137,130.816356,0,0,2499.266672,40.85191474,0,0,49.239515,16.512293,617,2.56124694,2,280,300
618,0,11,0,0,619,137,130.816356,0,0,2261.241274,45.1521163,0,0,49.239515,16.512293,618,2.830851881,2,280,300
619,0,11,0,0,620,137,130.816356,0,0,2045.884963,49.90497064,0,0,49.239515,16.512293,619,3.12883629,2,280,300
620,0,11,0,0,621,137,130.816356,0,0,1851.038776,55.15812545,0,0,49.239515,16.512293,620,3.458187478,2,280,300
621,0,11,0,0,622,137,130.816356,0,0,1674.749369,60.96424392,0,0,49.239515,16.512293,621,3.822207213,2,280,300
622,0,11,0,0,623,137,130.816356,0,0,1515.249429,67.38153275,0,0,49.239515,16.512293,622,4.224544814,2,280,300
623,0,11,0,0,624,137,130.816356,0,0,1370.939959,74.47432567,0,0,49.239515,16.512293,623,4.669233742,2,280,300
624,0,11,0,0,625,137,130.816356,0,0,1240.374249,82.31372837,0,0,49.239515,16.512293,624,5.160732031,2,280,300
625,0,11,0,0,626,137,130.816356,0,0,1122.243368,90.97833136,0,0,49.239515,16.512293,625,5.703966981,2,280,300
626,0,11,0,0,627,137,130.816356,0,0,1015.363047,100.5549978,0,0,49.239515,16.512293,626,6.304384558,2,280,300
627,0,11,0,0,628,137,130.816356,0,0,918.6618046,111.1397344,0,0,49.239515,16.512293,627,6.968003986,2,280,300
628,0,11,0,0,629,137,130.816356,0,0,831.1702042,122.8386538,0,0,49.239515,16.512293,628,7.701478089,2,280,300
629,0,11,0,0,630,137,130.816356,0,0,752.0111371,135.7690385,0,0,49.239515,16.512293,629,8.512159994,2,280,300
630,0,11,0,0,631,137,130.816356,0,0,680.3910288,150.0605162,0,0,49.239515,16.512293,630,9.408176835,2,280,300
631,0,11,0,0,632,137,130.816356,0,0,615.5918832,165.85636,0,0,49.239515,16.512293,631,10.39851124,2,280,300
632,0,11,0,0,633,137,130.816356,0,0,556.9640848,183.3149242,0,0,49.239515,16.512293,632,11.49309137,2,280,300
633,0,11,0,0,634,137,130.816356,0,0,503.9198863,202.611232,0,0,49.239515,16.512293,633,12.70289046,2,280,300
634,0,11,0,0,635,137,130.816356,0,0,455.9275162,223.9387301,0,0,49.239515,16.512293,634,14.04003682,2,280,300
635,0,11,0,0,636,137,130.816356,0,0,412.505848,247.511228,0,0,49.239515,16.512293,635,15.51793544,2,280,300
636,0,11,0,0,637,137,130.816356,0,0,373.2195767,273.5650415,0,0,49.239515,16.512293,636,17.15140233,2,280,300
637,0,11,0,0,638,137,130.816356,0,0,337.6748551,302.3613617,0,0,49.239515,16.512293,637,18.9568131,2,280,300
638,0,11,0,0,639,137,130.816356,0,0,305.5153451,334.1888734,0,0,49.239515,16.512293,638,20.95226711,2,280,300
639,0,11,0,0,640,137,130.816356,0,0,276.4186456,369.3666496,0,0,49.239515,16.512293,639,23.15776891,2,280,300
640,0,11,0,0,641,137,130.816356,0,0,250.0930603,408.2473495,0,0,49.239515,16.512293,640,25.59542879,2,280,300
641,0,11,0,0,642,137,130.816356,0,0,226.2746736,901.3406568,0,0,49.239515,16.512293,641,43.03672278,2,280,300
642,137.9126483,28,1.35,784.7082495,685,168,1863.777979,0,480.0025512,114.6415609,408.4680719,1358.148893,0,49.249463,16.493926,684,28.31074631,2,280,116.1312858
643,0,28,0,0,686,168,1863.777979,0,0,216.0197028,369.810307,0,0,49.249463,16.493926,685,28.61562518,2,280,300
644,0,28,0,0,687,168,1863.777979,0,0,226.2333653,334.8599137,0,0,49.249463,16.493926,686,29.20737748,2,280,300
645,0,28,0,0,688,168,1863.777979,0,0,234.9881055,303.266512,0,0,49.249463,16.493926,687,30.09193556,2,280,300
646,0,28,0,0,689,168,1863.777979,0,0,241.9247577,274.713376,0,0,49.249463,16.493926,688,31.27816719,2,280,300
647,0,28,0,0,690,168,1863.777979,0,0,246.7346272,248.9142589,0,0,49.249463,16.493926,689,32.77796441,2,280,300
648,0,28,0,0,691,168,1863.777979,0,0,249.1908046,225.6105228,0,0,49.249463,16.493926,690,34.60636277,2,280,300
649,0,28,0,0,692,168,1863.777979,0,0,249.1732803,204.5685463,0,0,49.249463,16.493926,691,36.78169208,2,280,300
650,0,28,0,0,693,168,1863.777979,0,0,246.6829206,185.5773823,0,0,49.249463,16.493926,692,39.32576016,2,280,300
651,0,28,0,0,694,168,1863.777979,0,0,241.8413648,168.4466432,0,0,49.249463,16.493926,693,42.26407146,2,280,300
652,0,28,0,0,695,168,1863.777979,0,0,234.8768669,153.0045923,0,0,49.249463,16.493926,694,45.62608271,2,280,300
653,0,28,0,0,696,168,1863.777979,0,0,226.0990555,139.096422,0,0,49.249463,16.493926,695,49.44549831,2,280,300
654,0,28,0,0,697,168,1863.777979,0,0,215.867573,126.582702,0,0,49.249463,16.493926,696,53.76060812,2,280,300
655,9.474276027,28,1.35,163.4182909,698,168,1863.777979,0,37.68117564,204.5600508,115.3379815,181.4092954,0,49.249463,16.493926,697,58.6146714,2,280,274.2096612
656,18.94855205,28,1.35,326.8365817,699,168,1863.777979,0,75.36235128,192.543993,105.2495316,362.8185907,0,49.249463,16.493926,698,64.05635043,2,280,248.4193224
657,28.42282808,28,1.35,490.2548726,700,168,1863.777979,0,113.0435269,180.1554179,96.98345536,544.2278861,0,49.249463,16.493926,699,74.14287315,2,280,222.6289835
658,37.89710411,29,1.35,653.6731634,701,151,1871.296937,0,150.7247026,149.708546,88.80075282,725.6371814,0,49.24947,16.494029,700,85.43036876,2,280,196.8386447
659,47.37138014,29,1.35,817.0914543,702,151,1879.489144,0,188.4058782,141.3874506,81.08822074,907.0464768,0,49.249399,16.493999,701,87.94527131,2,280,171.0483059
660,56.84565616,29,1.35,980.5097451,703,154,1885.547105,0,226.0870538,140.7429574,74.16133348,1088.455772,0,49.249354,16.494046,702,92.67457433,2,280,145.2579671
661,59.80819936,29,1.35,971.0149955,704,154,1890.469394,0,235.4946535,139.2290737,68.01547145,1110.265793,0,49.249314,16.494075,703,95.1751481,2,280,143.7182085
662,62.77074256,29,1.35,961.5202459,705,154,1895.673447,0,244.9022532,135.7225922,62.62440508,1132.075813,0,49.249284,16.49413,704,99.38500667,2,280,142.17845
663,65.73328575,29,1.35,952.0254963,706,155,1902.995156,0,254.3098529,129.9055295,57.16295439,1153.885834,0,49.249228,16.494183,705,100.9254419,2,280,140.6386914
664,68.69582895,29,1.35,942.5307467,707,155,1906.889227,0,263.7174526,134.588041,52.46996509,1175.695854,0,49.24921,16.494229,706,104.1359799,2,280,139.0989328
665,71.65837214,28,1.35,933.0359971,708,157,1910.158765,0,273.1250523,134.6686627,48.4284537,1197.505875,0,49.24919,16.494262,707,106.2047333,2,280,137.5591743
666,74.62091534,28,1.35,923.5412475,709,157,1914.606692,0,282.532652,131.5481564,44.6318915,1219.315895,0,49.249166,16.494311,708,108.2391052,2,280,136.0194157
667,76.20906321,28,1.35,918.5110664,710,158,1918.924773,0,288.1308085,130.8839105,41.1102055,1224.346076,0,49.249144,16.49436,709,110.0788331,2,280,135.2772686
668,77.79721109,28,1.35,913.4808853,711,158,1922.330979,0,293.7289649,131.6746544,38.09058996,1229.376258,0,49.249128,16.4944,710,112.2902608,2,280,134.5351215
669,79.38535897,28,1.35,908.4507042,712,159,1926.423799,0,299.3271213,129.7240514,35.19988961,1234.406439,0,49.249105,16.494444,711,113.7836852,2,280,133.7929743
670,80.97350684,28,1.35,903.4205231,713,159,1929.586014,0,304.9252777,130.479093,32.82624182,1239.43662,0,49.249089,16.49448,712,115.4825024,2,280,133.0508272
671,82.56165472,28,1.35,898.3903421,714,160,1934.092234,0,310.5234342,127.3964089,30.49854965,1244.466801,0,49.249065,16.49453,713,117.0270739,2,280,132.30868
672,84.14980259,28,1.35,893.360161,715,160,1938.116467,0,316.1215906,127.3982037,28.46089133,1249.496982,0,49.249043,16.494574,714,118.5844381,2,280,131.5665329
673,85.66575987,28,1.35,889.3360161,716,161,1942.351904,0,321.4379783,126.3692722,26.57000393,1253.521127,0,49.249018,16.494618,715,119.79654,2,280,130.9506151
674,87.18171715,28,1.35,885.3118712,717,161,1946.332413,0,326.754366,126.1472306,24.90463299,1257.545272,0,49.248995,16.49466,716,120.9507646,2,280,130.3346972
675,88.69767442,28,1.35,881.2877264,718,162,1950.495671,0,332.0707537,125.2737427,23.39028489,1261.569417,0,49.248971,16.494704,717,122.1601221,2,280,129.7187794
676,90.2136317,28,1.35,877.2635815,719,162,1954.751405,0,337.3871414,124.5989996,22.02272712,1265.593561,0,49.248945,16.494747,718,123.1434551,2,280,129.1028616
677,91.72958897,28,1.35,873.2394366,720,162,1959.136113,0,342.7035291,123.9528934,20.73473628,1269.617706,0,49.248918,16.494791,719,123.9088608,2,280,128.4869437
678,93.24554625,28,1.35,869.2152918,721,162,1963.189011,0,348.0199168,124.092648,19.59972293,1273.641851,0,49.248894,16.494833,720,124.6090107,2,280,127.8710259
679,93.41846841,28,1.35,864.2761114,722,163,1967.225421,0,350.5203539,123.7782161,18.58192637,1266.26576,0,49.248871,16.494876,721,125.3200563,2,280,127.6179708
680,93.59139057,28,1.35,859.3369311,723,163,1971.318254,0,353.0207909,123.3586798,17.68991684,1258.88967,0,49.248848,16.49492,722,126.1328511,2,280,127.3649157
681,93.76431273,28,1.35,854.3977508,724,163,1975.736278,0,355.5212279,122.5682294,16.8360628,1251.513579,0,49.248822,16.494966,723,126.853337,2,280,127.1118606
682,93.93723489,28,1.35,849.4585705,725,163,1980.045569,0,358.0216649,122.5057243,16.05641728,1244.137489,0,49.248796,16.49501,724,127.4384987,2,280,126.8588055
683,94.11015705,29,1.35,844.5193902,726,164,1984.226522,0,360.5221019,122.5398454,15.32833635,1236.761398,0,49.248771,16.495053,725,128.0122809,2,280,126.6057503
684,94.28307921,29,1.35,839.5802099,727,164,1988.22508,0,363.022539,122.6817499,14.69313567,1229.385307,0,49.248747,16.495094,726,128.606003,2,280,126.3526952
685,96.02734475,29,1.35,839.4892091,728,164,1992.116732,0,367.084797,122.6923655,14.0843853,1241.791579,0,49.248723,16.495133,727,128.9839698,2,280,125.9383937
686,97.77161029,28,1.35,839.3982083,729,164,1995.494154,0,371.147055,123.2339181,13.6696685,1254.197851,0,49.248703,16.495168,728,129.5966011,2,280,125.5240922
687,99.51587583,28,1.35,839.3072076,730,164,1999.462932,0,375.209313,121.9845735,13.28479818,1266.604122,0,49.248678,16.495207,729,129.9940715,2,280,125.1097907
688,101.2601414,28,1.35,839.2162068,731,164,2003.924573,0,379.271571,120.8591418,12.82894493,1279.010394,0,49.24865,16.495251,730,129.9100514,2,280,124.6954892
689,103.0044069,28,1.35,839.125206,732,164,2007.817563,0,383.333829,121.3175992,12.53170152,1291.416666,0,49.24863,16.495295,731,130.6937655,2,280,124.2811877
690,104.7486724,28,1.35,839.0342052,733,165,2012.255468,0,387.396087,120.1606319,12.20914947,1303.822938,0,49.248603,16.49534,732,131.0900565,2,280,123.8668862
691,104.8345532,28,1.35,839.0342052,734,165,2016.693374,0,387.5805312,119.8449763,11.89755311,1303.822938,0,49.248576,16.495385,733,131.5653186,2,280,123.8489033
692,104.920434,28,1.35,839.0342052,735,165,2020.973449,0,387.7649754,119.8226111,11.63742767,1303.822938,0,49.248549,16.495427,734,131.9661717,2,280,123.8309203
693,105.0063148,28,1.35,839.0342052,736,165,2025.332291,0,387.9494196,119.5084244,11.38723795,1303.822938,0,49.248521,16.495469,735,132.1166231,2,280,123.8129374
694,105.0921956,28,1.35,839.0342052,737,166,2029.641597,0,388.1338638,119.4197737,11.10427856,1303.822938,0,49.248495,16.495513,736,132.2718179,2,280,123.7949544
695,105.1780764,28,1.35,839.0342052,738,166,2033.3687,0,388.318308,120.0934317,10.8922184,1303.822938,0,49.248474,16.495553,737,132.522232,2,280,123.7769715
696,105.2639571,28,1.35,839.0342052,739,166,2036.902119,0,388.5027522,120.1110644,10.73036362,1303.822938,0,49.248455,16.495592,738,133.1698792,2,280,123.7589885
697,108.2860626,28,1.35,829.9798793,740,166,2040.407631,0,399.233478,119.7201461,10.67222904,1312.877264,0,49.248434,16.495628,739,133.789722,2,280,122.8438124
698,111.308168,28,1.35,820.9255533,741,166,2044.585487,0,409.9642039,118.2013482,10.56593965,1321.93159,0,49.248407,16.495668,740,134.2730071,2,280,121.9286363
699,114.3302734,28,1.35,811.8712274,742,166,2048.794817,0,420.6949297,117.5436268,10.52450493,1330.985915,0,49.248379,16.495707,741,134.89742,2,280,121.0134602
700,117.3523789,28,1.35,802.8169014,743,167,2053.519315,0,431.4256556,116.2550732,10.41657866,1340.040241,0,49.248345,16.495746,742,135.2089195,2,280,120.0982841
701,120.3744843,28,1.35,793.7625755,744,167,2058.068009,0,442.1563814,115.9854591,10.38829652,1349.094567,0,49.248312,16.495783,743,135.5179038,2,280,119.183108
702,123.3965897,28,1.35,784.7082495,745,167,2063.155647,0,452.8871073,114.8755981,10.24949206,1358.148893,0,49.248274,16.495822,744,135.3498487,2,280,118.2679319
703,122.0695931,28,1.35,788.3563249,746,167,2067.749588,0,450.8002568,115.2700322,10.18747586,1342.185547,0,49.248242,16.495862,745,135.4319487,2,280,118.4263025
704,120.7425965,28,1.35,792.0044002,747,167,2072.562535,0,448.7134064,114.8338713,10.12071231,1326.222201,0,49.248208,16.495903,746,135.2778334,2,280,118.5846731
705,119.4155999,28,1.35,795.6524756,748,167,2077.56034,0,446.6265559,114.5641937,9.980476258,1310.258854,0,49.248174,16.495948,747,135.1332043,2,280,118.7430437
706,118.0886033,28,1.35,799.3005509,749,167,2082.080828,0,444.5397055,115.2941835,9.841787962,1294.295508,0,49.248144,16.49599,748,135.0692066,2,280,118.9014143
707,116.7616066,29,1.35,802.9486263,750,167,2086.11031,0,442.452855,116.1007316,9.770750224,1278.332162,0,49.248117,16.496027,749,134.8052078,2,280,119.0597849
708,115.43461,29,1.35,806.5967016,751,167,2090.338977,0,440.3660046,115.952183,9.707180928,1262.368816,0,49.24809,16.496068,750,134.5601067,2,280,119.2181555
709,115.3851607,29,1.35,806.5967016,752,168,2094.594752,0,440.2229047,116.0016867,9.632045224,1262.368816,0,49.248064,16.496111,751,134.4603679,2,280,119.2299669
710,115.3357114,29,1.35,806.5967016,753,168,2098.668442,0,440.0798049,116.305394,9.630291559,1262.368816,0,49.248039,16.496152,752,134.3909107,2,280,119.2417783
